Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Diversity Spotlight,Number of Partner Investors,Number of Investors,Investor Names
Series A - Soul Machines,https://www.crunchbase.com/funding_round/soul-machines-series-a--f7552f42,"San Francisco, California, United States, North America",Soul Machines,https://www.crunchbase.com/organization/soul-machines,Series A,7500000,USD,7500000,11/22/2016,"East Asian Led, Women Led",1,2,"Horizon Ventures, ICONIQ Capital"
Series A - Numerai,https://www.crunchbase.com/funding_round/numerai-series-a--464be442,"San Francisco, California, United States, North America",Numerai,https://www.crunchbase.com/organization/numerai,Series A,6000000,USD,6000000,12/12/2016,,1,5,"Eric Ver Ploeg, First Round Capital, Fred Ehrsam, Kenneth Ballenegger, Union Square Ventures"
Series A - EverC,https://www.crunchbase.com/funding_round/evercompliant-series-a--fb433d09,"New York, New York, United States, North America",EverC,https://www.crunchbase.com/organization/evercompliant,Series A,9500000,USD,9500000,12/14/2016,,1,4,"Arbor Ventures, Nyca Partners, Star Farm Ventures, Viola Ventures"
Series A - Hyperscience,https://www.crunchbase.com/funding_round/hyperscience-series-a--ef7f8f70,"New York, New York, United States, North America",Hyperscience,https://www.crunchbase.com/organization/hyperscience,Series A,8000000,USD,8000000,12/15/2016,,2,2,"Felicis, FirstMark"
Series A - Tekion,https://www.crunchbase.com/funding_round/tekion-series-a--b651a381,"Pleasanton, California, United States, North America",Tekion,https://www.crunchbase.com/organization/tekion,Series A,10000000,USD,10000000,1/10/2017,,2,5,"Airbus Ventures, AME Cloud Ventures, Exor Ventures, Index Ventures, Monta Vista Capital"
Series A - Chorus.ai,https://www.crunchbase.com/funding_round/chorus-ai-series-a--7b8268b4,"San Francisco, California, United States, North America",Chorus.ai,https://www.crunchbase.com/organization/chorus-ai,Series A,16000000,USD,16000000,2/7/2017,,1,2,"Emergence Capital, Redpoint"
Series A - InVia Robotics,https://www.crunchbase.com/funding_round/invia-robotics-series-a--259cee34,"Thousand Oaks, California, United States, North America",InVia Robotics,https://www.crunchbase.com/organization/invia-robotics,Series A,9000000,USD,9000000,2/13/2017,,,2,"Embark Ventures, Upfront Ventures"
Series A - Pypestream,https://www.crunchbase.com/funding_round/pypestream-series-a--08594c8f,"New York, New York, United States, North America",Pypestream,https://www.crunchbase.com/organization/pypestream,Series A,15000000,USD,15000000,2/28/2017,,,3,"Plug and Play Insurtech, Richard Braddock, The Chatterjee Group"
Series A - Conversion Logic,https://www.crunchbase.com/funding_round/conversion-logic-series-a--4a9612c8,"Los Angeles, California, United States, North America",Conversion Logic,https://www.crunchbase.com/organization/conversion-logic,Series A,9000000,USD,9000000,3/8/2017,Women Founded,3,9,"Bonfire Ventures, Crosscut Ventures, Fantail Ventures, Founder Collective, Lerer Hippeau, Pelion Venture Partners, Revel Partners, Rincon Venture Partners, TenOneTen Ventures"
Series A - Astro Technology,https://www.crunchbase.com/funding_round/astro-technology-series-a--b74afe94,"Palo Alto, California, United States, North America",Astro Technology,https://www.crunchbase.com/organization/astro-technology,Series A,10000000,USD,10000000,3/9/2017,,2,5,"Aspect Ventures, Harrison Metal, Redpoint, Upside Partnership, Volt Ventures"
Series A - ObEN,https://www.crunchbase.com/funding_round/oben-series-a--5da76ade,"Pasadena, California, United States, North America",ObEN,https://www.crunchbase.com/organization/oben,Series A,1000000,USD,1000000,3/14/2017,,,1,SBVA
Series A - Theta EdgeCloud,https://www.crunchbase.com/funding_round/sliver-tv-series-a--5c093df8,"San Jose, California, United States, North America",Theta EdgeCloud,https://www.crunchbase.com/organization/sliver-tv,Series A,16000000,USD,16000000,3/17/2017,,2,7,"1745 Ventures, DHVC, Samsung NEXT, Sierra Ventures, Sparkland Capital, The Venture Reality Fund/VRF, Zhiping Capital"
Series A - TextRecruit,https://www.crunchbase.com/funding_round/textrecruit-series-a--691eab4d,"San Jose, California, United States, North America",TextRecruit,https://www.crunchbase.com/organization/textrecruit,Series A,3000000,USD,3000000,3/21/2017,,,6,"Ben Davenport, Julia Popowitz, Sarah Imbach, SignalFire, Steven Baker, Tom Friel"
Series A - Virtualitics,https://www.crunchbase.com/funding_round/virtualitics-series-a--0029214e,"Pasadena, California, United States, North America",Virtualitics,https://www.crunchbase.com/organization/virtualitics,Series A,4462000,USD,4462000,3/21/2017,,,1,The Venture Reality Fund/VRF
Series A - Latent Space,https://www.crunchbase.com/funding_round/angle-technologies-series-a--b57827b1,"San Francisco, California, United States, North America",Latent Space,https://www.crunchbase.com/organization/angle-technologies,Series A,7500000,USD,7500000,4/12/2017,,1,15,"Ethan Beard, General Catalyst, Greylock, GV, Holly May, Jason Toff, Julia Popowitz, Michael Morell, Noam Lovinsky, Rene Reinsberg, Ruchi Sanghvi, Rushabh Doshi, Shishir Mehrotra, Tipatat Chennavasin, Travis May"
Series A - Osaro,https://www.crunchbase.com/funding_round/osaro-series-a--25865fcd,"San Francisco, California, United States, North America",Osaro,https://www.crunchbase.com/organization/osaro,Series A,10000000,USD,10000000,4/13/2017,,,10,"AAF Management Ltd., Abstract, Bossa Invest, Comcast Ventures, Compound, CSC Upshot, iRobot Ventures, Leblon Capital, Pegasus Tech Ventures, ZhenFund"
Series A - Groq,https://www.crunchbase.com/funding_round/groq-series-a--4d729088,"Mountain View, California, United States, North America",Groq,https://www.crunchbase.com/organization/groq,Series A,10274998,USD,10274998,4/21/2017,,1,3,"Conconi Growth Partners, Daniel Gross, Social Capital"
Series A - Bonsai,https://www.crunchbase.com/funding_round/bonsai-ai-series-a--0715cbe4,"Berkeley, California, United States, North America",Bonsai,https://www.crunchbase.com/organization/bonsai-ai,Series A,7600000,USD,7600000,5/2/2017,,,6,"ABB Ventures, M12 - Microsoft's Venture Fund, New Enterprise Associates, Samsung NEXT, Service Provider Capital, Siemens"
Series A - Loom Systems,https://www.crunchbase.com/funding_round/loom-systems-series-a--5b5a3d14,"San Francisco, California, United States, North America",Loom Systems,https://www.crunchbase.com/organization/loom-systems,Series A,6000000,USD,6000000,5/3/2017,,1,4,"31Ventures Global Innovation Fund, Global Brain Corporation, Jerusalem Venture Partners (JVP), Meron Capital"
Series A - DeepMap,https://www.crunchbase.com/funding_round/deepmap-series-a--56693180,"Palo Alto, California, United States, North America",DeepMap,https://www.crunchbase.com/organization/deepmap,Series A,25000000,USD,25000000,5/4/2017,,,3,"Accel, Andreessen Horowitz, GSR Ventures"
Series A - Ceres AI,https://www.crunchbase.com/funding_round/ceres-imaging-series-a--f770c0c0,"Oakland, California, United States, North America",Ceres AI,https://www.crunchbase.com/organization/ceres-imaging,Series A,5000000,USD,5000000,5/10/2017,,1,1,Romulus Capital
Series A - Rulai,https://www.crunchbase.com/funding_round/rulai-series-a--48141281,"Campbell, California, United States, North America",Rulai,https://www.crunchbase.com/organization/rulai,Series A,6500000,USD,6500000,5/25/2017,Women Founded,,2,"Eight Roads Ventures, GSR Ventures"
Series A - Nanit,https://www.crunchbase.com/funding_round/nanit-series-a--9f2b7366,"New York, New York, United States, North America",Nanit,https://www.crunchbase.com/organization/nanit,Series A,8000000,USD,8000000,5/26/2017,Women Led,2,2,"RRE Ventures, Upfront Ventures"
Series A - People.ai,https://www.crunchbase.com/funding_round/people-ai-series-a--7a4dabbe,"San Francisco, California, United States, North America",People.ai,https://www.crunchbase.com/organization/people-ai,Series A,7000000,USD,7000000,5/30/2017,,2,12,"Brian Goldfarb, David Schellhase, Dharmesh Shah, Index Ventures, Jake Seid, Kendall Collins, Lightspeed Venture Partners, Mindrock Capital, Ross Mason, Shasta Ventures, SV Angel, Y Combinator"
Series A - Seismic,https://www.crunchbase.com/funding_round/seismic-holding-series-a--aef56edf,"Menlo Park, California, United States, North America",Seismic,https://www.crunchbase.com/organization/seismic-holding,Series A,10199996,USD,10199996,5/30/2017,,2,4,"Global Brain Corporation, Horizons Ventures, Root Ventures, Sinovation Ventures"
Series A - HeadSpin,https://www.crunchbase.com/funding_round/headspin-inc-series-a--6e16c995,"Sunnyvale, California, United States, North America",HeadSpin,https://www.crunchbase.com/organization/headspin-inc,Series A,11000000,USD,11000000,5/30/2017,,,,
Series A - Belong.Life,https://www.crunchbase.com/funding_round/belong-life-series-a--7bf8ebdd,"New York, New York, United States, North America",Belong.Life,https://www.crunchbase.com/organization/belong-life,Series A,6000000,USD,6000000,6/1/2017,,,1,The Group Ventures
Series A - Bowery Farming,https://www.crunchbase.com/funding_round/bowery-farming-inc-series-a--b51c35f2,"New York, New York, United States, North America",Bowery Farming,https://www.crunchbase.com/organization/bowery-farming-inc,Series A,20000000,USD,20000000,6/14/2017,,6,7,"Evolution VC Partners, First Round Capital, Flybridge, General Catalyst, Gutter Capital, GV, Notable Capital"
Series A - Talla,https://www.crunchbase.com/funding_round/talla-series-a--68c1cd39,"New York, New York, United States, North America",Talla,https://www.crunchbase.com/organization/talla,Series A,8300000,USD,8300000,6/19/2017,,3,5,"Avalon Ventures, Glasswing Ventures, LAUNCH, Pillar VC, PJC"
Series A - Ordr,https://www.crunchbase.com/funding_round/ordr-aec7-series-a--32c32c0d,"Santa Clara, California, United States, North America",Ordr,https://www.crunchbase.com/organization/ordr-aec7,Series A,4000000,USD,4000000,6/20/2017,,,5,"Daniel Warmenhoven, Dominic Orr, Pankaj Patel, Prakash Bhalerao, Wing Venture Capital"
Series A - BlockFraud,https://www.crunchbase.com/funding_round/blockfraud-series-a--6cfeec23,"Santa Monica, California, United States, North America",BlockFraud,https://www.crunchbase.com/organization/blockfraud,Series A,5000000,USD,5000000,6/21/2017,,,1,Palisades Venture Capital
Series A - Ghost Autonomy,https://www.crunchbase.com/funding_round/ghost-autonomy-series-a--0241468c,"Mountain View, California, United States, North America",Ghost Autonomy,https://www.crunchbase.com/organization/ghost-autonomy,Series A,9200000,USD,9200000,7/6/2017,,1,1,Sutter Hill Ventures
Series A - Genoox,https://www.crunchbase.com/funding_round/genoox-series-a--f8709cdc,"Palo Alto, California, United States, North America",Genoox,https://www.crunchbase.com/organization/genoox,Series A,6000000,USD,6000000,7/11/2017,,1,2,"Glilot Capital Partners, Inimiti"
Series A - Gong,https://www.crunchbase.com/funding_round/gong-io-series-a--171fe8af,"San Francisco, California, United States, North America",Gong,https://www.crunchbase.com/organization/gong-io,Series A,20000000,USD,20000000,7/12/2017,,4,4,"NextWorld Capital, Norwest, Shlomo Kramer, Wing Venture Capital"
Series A - Scale AI,https://www.crunchbase.com/funding_round/scale-2-series-a--94857ec1,"San Francisco, California, United States, North America",Scale AI,https://www.crunchbase.com/organization/scale-2,Series A,4500000,USD,4500000,7/16/2017,Women Founded,1,9,"Accel, Bryan Rosenblatt, Charlie Cheever, Greg Brockman, Guillermo Rauch, Ilya Sukhar, Nat Friedman, Outlander Fund I Archimedes, Y Combinator"
Series A - ObEN,https://www.crunchbase.com/funding_round/oben-series-a--faadfa38,"Pasadena, California, United States, North America",ObEN,https://www.crunchbase.com/organization/oben,Series A,5000000,USD,5000000,7/18/2017,,1,6,"CrestValue, Fengshion Capital, memBrain, Ruigang Li, SBCVC, Tencent"
Series A - Node,https://www.crunchbase.com/funding_round/node-series-a--19550363,"San Francisco, California, United States, North America",Node,https://www.crunchbase.com/organization/node,Series A,10800000,USD,10800000,7/25/2017,"Women Founded, Women Led",4,11,"Avalon Ventures, Bee Partners, Canaan Partners, CEB Ventures, Gree, Industry Ventures, Mark Cuban, Michael Stark, New Enterprise Associates, NewDo Venture, Sway Ventures"
Series A - UnifyID,https://www.crunchbase.com/funding_round/unifyid-series-a--9b3b0871,"Redwood City, California, United States, North America",UnifyID,https://www.crunchbase.com/organization/unifyid,Series A,20000000,USD,20000000,8/1/2017,,2,4,"Accomplice, Andreessen Horowitz, New Enterprise Associates, StartX (Stanford-StartX Fund)"
Series A - LiftIgniter,https://www.crunchbase.com/funding_round/liftigniter-series-a--22ea5471,"San Francisco, California, United States, North America",LiftIgniter,https://www.crunchbase.com/organization/liftigniter,Series A,6400000,USD,6400000,8/17/2017,,1,7,"Bruce Falck, Gordon McLeod, NTT DOCOMO Ventures, Revel Partners, Rincon Venture Partners, Storm Ventures, Tom Chavez"
Series A - Amenity Analytics,https://www.crunchbase.com/funding_round/amenity-analytics-series-a--5b12ecdc,"New York, New York, United States, North America",Amenity Analytics,https://www.crunchbase.com/organization/amenity-analytics,Series A,7600000,USD,7600000,8/21/2017,Women Founded,1,2,"Intel Capital, State of Mind Ventures"
Series A - Theta EdgeCloud,https://www.crunchbase.com/funding_round/sliver-tv-series-a--41ed3f76,"San Jose, California, United States, North America",Theta EdgeCloud,https://www.crunchbase.com/organization/sliver-tv,Series A,9800000,USD,9800000,8/23/2017,,3,8,"DCM Ventures, DHVC, Heuristic Capital, Samsung NEXT, Sierra Ventures, Sony Innovation Fund, The Venture Reality Fund/VRF, Zhiping Capital"
Series A - Platina Systems,https://www.crunchbase.com/funding_round/platina-systems-series-a--28d4877c,"Santa Clara, California, United States, North America",Platina Systems,https://www.crunchbase.com/organization/platina-systems,Series A,13300000,USD,13300000,9/1/2017,,1,4,"Alibaba Entrepreneurs Fund, DOT Capital, The Valley Fund, WI Harper Group"
Series A - Getwizer,https://www.crunchbase.com/funding_round/getwizer-series-a--ca8e9a6e,"New York, New York, United States, North America",Getwizer,https://www.crunchbase.com/organization/getwizer,Series A,4000000,USD,4000000,9/4/2017,,2,2,"Nielsen Innovate, State of Mind Ventures"
Series A - Matroid,https://www.crunchbase.com/funding_round/matroid-series-a--f94bf3ed,"Palo Alto, California, United States, North America",Matroid,https://www.crunchbase.com/organization/matroid,Series A,10000000,USD,10000000,9/18/2017,,1,2,"Intel Capital, New Enterprise Associates"
Series A - Cogitativo,https://www.crunchbase.com/funding_round/cogitativo-series-a--ef74984a,"Berkeley, California, United States, North America",Cogitativo,https://www.crunchbase.com/organization/cogitativo,Series A,5000000,USD,5000000,9/21/2017,,1,1,Health Care Service Corporation
Series A - Prealize Health,https://www.crunchbase.com/funding_round/Prealize-Health-series-a--8a15f889,"San Mateo, California, United States, North America",Prealize Health,https://www.crunchbase.com/organization/Prealize-Health,Series A,6100000,USD,6100000,9/27/2017,,1,3,"Cardinal Partners, Premera Blue Cross, StartX (Stanford-StartX Fund)"
Series A - Promaxo,https://www.crunchbase.com/funding_round/promaxo-series-a--29dae2df,"Oakland, California, United States, North America",Promaxo,https://www.crunchbase.com/organization/promaxo,Series A,3500000,USD,3500000,9/29/2017,,,1,MicroPort Scientific
Series A - Esperanto Technologies,https://www.crunchbase.com/funding_round/esperanto-technologies-series-a--58e4c91d,"Mountain View, California, United States, North America",Esperanto Technologies,https://www.crunchbase.com/organization/esperanto-technologies,Series A,5000000,USD,5000000,9/29/2017,,,1,Decent Capital
Series A - xiQ,https://www.crunchbase.com/funding_round/xtra-iq-inc-series-a--6032570e,"Redwood City, California, United States, North America",xiQ,https://www.crunchbase.com/organization/xtra-iq-inc,Series A,1600000,USD,1600000,10/1/2017,,,3,"Amir Wain, H&S Ventures, StartEngine"
Series A - ROSS Intelligence,https://www.crunchbase.com/funding_round/ross-intelligence-series-a--557cd371,"San Francisco, California, United States, North America",ROSS Intelligence,https://www.crunchbase.com/organization/ross-intelligence,Series A,8700000,USD,8700000,10/11/2017,"Black Founded, Hispanic / Latine Founded, Hispanic / Latine Led",2,8,"Comcast Ventures, Continuity Capital, Equipo Ventures, Hedgewood, Inovia Capital, Nextlaw Labs, Real Ventures, Y Combinator"
Series A - Blue Hexagon,https://www.crunchbase.com/funding_round/blue-hexagon-series-a--4eea3c53,"San Francisco, California, United States, North America",Blue Hexagon,https://www.crunchbase.com/organization/blue-hexagon,Series A,6000000,USD,6000000,10/13/2017,,,1,Benchmark
Series A - Intelligo Group,https://www.crunchbase.com/funding_round/intelligo-group-series-a--9cd75dfb,"New York, New York, United States, North America",Intelligo Group,https://www.crunchbase.com/organization/intelligo-group,Series A,5700000,USD,5700000,10/19/2017,Women Founded,1,2,"Eileen Murray, Governing Dynamics Venture Capital"
Series A - Built Robotics,https://www.crunchbase.com/funding_round/built-robotics-series-a--74fb461c,"San Francisco, California, United States, North America",Built Robotics,https://www.crunchbase.com/organization/built-robotics,Series A,15000000,USD,15000000,10/19/2017,,1,6,"Cthulhu Ventures, Edward Lando, Founders Fund, Great Oaks Venture Capital, New Enterprise Associates, Pareto Holdings"
Series A - Umbo Computer Vision,https://www.crunchbase.com/funding_round/umbo-computer-vision-series-a--203da85c,"San Francisco, California, United States, North America",Umbo Computer Vision,https://www.crunchbase.com/organization/umbo-computer-vision,Series A,6800000,USD,6800000,10/25/2017,,,5,"Alibaba Group, AppWorks, CDIB Ventures, MESH, Substance Capital"
Series A - Ceres AI,https://www.crunchbase.com/funding_round/ceres-imaging-series-a--96f6b535,"Oakland, California, United States, North America",Ceres AI,https://www.crunchbase.com/organization/ceres-imaging,Series A,2500000,USD,2500000,11/1/2017,,1,1,Romulus Capital
Series A - Enview,https://www.crunchbase.com/funding_round/enview-series-a--7bb50adb,"San Francisco, California, United States, North America",Enview,https://www.crunchbase.com/organization/enview,Series A,6000000,USD,6000000,11/8/2017,,2,4,"Crosslink Capital, Lemnos VC, Promus Ventures, Toivo Annus"
Series A - AllyO,https://www.crunchbase.com/funding_round/allyo-series-a--eb1a6ce9,"Palo Alto, California, United States, North America",AllyO,https://www.crunchbase.com/organization/allyo,Series A,16000000,USD,16000000,11/30/2017,,1,5,"Bain Capital Ventures, Cervin Ventures, Gradient, Randstad Innovation Fund, Square 1 Bank"
Series A - PerceptIn,https://www.crunchbase.com/funding_round/perceptin-series-a--73e26d15,"Santa Clara, California, United States, North America",PerceptIn,https://www.crunchbase.com/organization/perceptin,Series A,11000000,USD,11000000,12/6/2017,,,2,"Samsung Ventures, Walden International"
Series A - Seismic,https://www.crunchbase.com/funding_round/seismic-holding-series-a--a67217e3,"Menlo Park, California, United States, North America",Seismic,https://www.crunchbase.com/organization/seismic-holding,Series A,10350000,USD,10350000,12/8/2017,,1,4,"Global Brain Corporation, Horizons Ventures, Root Ventures, Sinovation Ventures"
Series A - Eta Compute,https://www.crunchbase.com/funding_round/eta-compute-series-a--68581bea,"Sunnyvale, California, United States, North America",Eta Compute,https://www.crunchbase.com/organization/eta-compute,Series A,1999999,USD,1999999,12/8/2017,,,1,Celesta Capital
Series A - Doma,https://www.crunchbase.com/funding_round/states-title-series-a--3be3c2d3,"Miami, Florida, United States, North America",Doma,https://www.crunchbase.com/organization/states-title,Series A,13000000,USD,13000000,12/20/2017,,1,2,"Assurant Ventures, SCOR Ventures"
Series A - conDati,https://www.crunchbase.com/funding_round/condati-inc-series-a--6f0540ec,"Palo Alto, California, United States, North America",conDati,https://www.crunchbase.com/organization/condati-inc,Series A,2500000,USD,2500000,12/20/2017,,1,1,The Entrepreneurs' Fund
"Series A - Socrates.AI, Inc.",https://www.crunchbase.com/funding_round/socrates-ai-series-a--3419b4ea,"San Francisco, California, United States, North America","Socrates.AI, Inc.",https://www.crunchbase.com/organization/socrates-ai,Series A,11000000,USD,11000000,12/22/2017,Women Founded,1,2,"Norwest, Venrock"
"Series A - Scenera, Inc.",https://www.crunchbase.com/funding_round/scenera-inc-series-a--981bc901,"Palo Alto, California, United States, North America","Scenera, Inc.",https://www.crunchbase.com/organization/scenera-inc,Series A,3000000,USD,3000000,12/27/2017,,,,
Series A - Zilliz,https://www.crunchbase.com/funding_round/zilliz-series-a--276bbec5,"Redwood City, California, United States, North America",Zilliz,https://www.crunchbase.com/organization/zilliz,Series A,10000000,USD,10000000,1/1/2018,,,4,"5Y Capital, Eminence Ventures, Green Pine Capital Partners, Yunqi Partners"
Series A - CLARA Analytics,https://www.crunchbase.com/funding_round/clara-analytics-series-a--b0879578,"Sunnyvale, California, United States, North America",CLARA Analytics,https://www.crunchbase.com/organization/clara-analytics,Series A,11500000,USD,11500000,1/4/2018,Women Led,1,1,Oak HC/FT
Series A - Petal,https://www.crunchbase.com/funding_round/petal-series-a--b31ff6f2,"New York, New York, United States, North America",Petal,https://www.crunchbase.com/organization/petal,Series A,13000000,USD,13000000,1/10/2018,Hispanic / Latine Founded,7,17,"Abstract, Afore Capital, Brooklyn Bridge Ventures, C2 Ventures, Evolution VC Partners, Financial Solutions Lab, Great Oaks Venture Capital, New Ground Ventures, Proton Enterprises, Ride Ventures, RiverPark Ventures, Rosecliff Ventures, Story Ventures, The Gramercy Fund, The Social Entrepreneurs Fund (TSEF), Third Prime, Valar Ventures"
Series A - Zinier,https://www.crunchbase.com/funding_round/zinier-series-a--9eea24c4,"San Mateo, California, United States, North America",Zinier,https://www.crunchbase.com/organization/zinier,Series A,8000000,USD,8000000,1/15/2018,,1,16,"Accel, Charlie Songhurst, Edward Lando, Henri Deshays, Himanshu Aggarwal, Horacio Pavez, Jean Claude Donato, Ken Glass, Kunal Bahl, Newfund, Pareto Holdings, Rohit Bansal, Rugged Ventures, StartX (Stanford-StartX Fund), Takanobu Yamamoto, Varun Aggarwal"
Series A - Owkin,https://www.crunchbase.com/funding_round/owkin-2-series-a--3a73e13b,"New York, New York, United States, North America",Owkin,https://www.crunchbase.com/organization/owkin-2,Series A,11000000,USD,11000000,1/16/2018,,3,4,"Cathay Innovation, NJF Capital, Otium Capital, Plug and Play"
Series A - Baffle,https://www.crunchbase.com/funding_round/baffle-series-a--8c19df22,"Santa Clara, California, United States, North America",Baffle,https://www.crunchbase.com/organization/baffle,Series A,7000000,USD,7000000,1/17/2018,,3,5,"Engineering Capital, Envision Ventures, Industry Ventures, Thomvest Ventures, True Ventures"
Series A - Sparta Software Corporation,https://www.crunchbase.com/funding_round/sparta-software-corp-series-a--d28ba077,"San Francisco, California, United States, North America",Sparta Software Corporation,https://www.crunchbase.com/organization/sparta-software-corp,Series A,7000000,USD,7000000,1/17/2018,,2,3,"Playground Global, Spider Capital, Vista Venture Partners"
Series A - Eta Compute,https://www.crunchbase.com/funding_round/eta-compute-series-a--49b5dbb0,"Sunnyvale, California, United States, North America",Eta Compute,https://www.crunchbase.com/organization/eta-compute,Series A,8000000,USD,8000000,1/23/2018,,2,3,"Acorn Pacific Ventures, Walden International, Walden Riverwood Ventures"
Series A - Gtriip,https://www.crunchbase.com/funding_round/gtriip-series-a--e5350478,"San Francisco, California, United States, North America",Gtriip,https://www.crunchbase.com/organization/gtriip,Series A,1000000,USD,1000000,1/23/2018,,,1,M1
Series A - Arundo Analytics,https://www.crunchbase.com/funding_round/arundo-analytics-series-a--4dbee4a5,"Palo Alto, California, United States, North America",Arundo Analytics,https://www.crunchbase.com/organization/arundo-analytics,Series A,25000000,USD,25000000,1/25/2018,,1,8,"Arctic Fund Management, Canica, Horizon, Northgate Partners, StartX (Stanford-StartX Fund), Stokke Industri, Strømstangen, Sundt AS"
Series A - Astound,https://www.crunchbase.com/funding_round/astound-ai-series-a--1c175472,"Menlo Park, California, United States, North America",Astound,https://www.crunchbase.com/organization/astound-ai,Series A,11500000,USD,11500000,1/30/2018,,2,5,"Pelion Venture Partners, Slack, The Hive, Vertex Ventures, Vertex Ventures US"
Series A - Lightmatter,https://www.crunchbase.com/funding_round/lightmatter-inc-series-a--02fd85ae,"Mountain View, California, United States, North America",Lightmatter,https://www.crunchbase.com/organization/lightmatter-inc,Series A,11000000,USD,11000000,2/5/2018,,,2,"Matrix, Spark Capital"
Series A - Beautiful.ai,https://www.crunchbase.com/funding_round/beautiful-ai-series-a--c1b38292,"San Francisco, California, United States, North America",Beautiful.ai,https://www.crunchbase.com/organization/beautiful-ai,Series A,5000000,USD,5000000,2/6/2018,,1,2,"First Round Capital, Shasta Ventures"
Series A - Joveo,https://www.crunchbase.com/funding_round/joveo-series-a--6257d946,"Menlo Park, California, United States, North America",Joveo,https://www.crunchbase.com/organization/joveo,Series A,5000000,USD,5000000,2/7/2018,,,1,Nexus Venture Partners
Series A - Gong,https://www.crunchbase.com/funding_round/gong-io-series-a--c3908754,"San Francisco, California, United States, North America",Gong,https://www.crunchbase.com/organization/gong-io,Series A,2000000,USD,2000000,3/6/2018,,,1,Cisco Investments
Series A - Voicea,https://www.crunchbase.com/funding_round/workfit-series-a--57f9e526,"Menlo Park, California, United States, North America",Voicea,https://www.crunchbase.com/organization/workfit,Series A,14500000,USD,14500000,3/7/2018,"Middle Eastern / North African Founded, Middle Eastern / North African Led",3,11,"Battery Ventures, Caffeinated Capital, Cisco Investments, Greycroft, GV, Headline, M12 - Microsoft's Venture Fund, Microsoft, Notable Capital, Salesforce Ventures, Workday Ventures"
Series A - Ponddy Education,https://www.crunchbase.com/funding_round/ponddy-education-series-a--f7250e18,"San Jose, California, United States, North America",Ponddy Education,https://www.crunchbase.com/organization/ponddy-education,Series A,6000000,USD,6000000,3/8/2018,,,3,"Chenco Holding, MIC Ponddy AR Fund, Osnaburge Ventures"
Series A - EverC,https://www.crunchbase.com/funding_round/evercompliant-series-a--3ac99bcc,"New York, New York, United States, North America",EverC,https://www.crunchbase.com/organization/evercompliant,Series A,12501223,USD,12501223,3/12/2018,,3,5,"Amex Ventures, Arbor Ventures, Nyca Partners, Star Farm Ventures, Viola Ventures"
Series A - percipient.ai,https://www.crunchbase.com/funding_round/percipient-ai-series-a--1ade1725,"Santa Clara, California, United States, North America",percipient.ai,https://www.crunchbase.com/organization/percipient-ai,Series A,14700000,USD,14700000,3/13/2018,,1,2,"Celesta Capital, Venrock"
Series A - SambaNova,https://www.crunchbase.com/funding_round/sambanova-systems-series-a--80b018f7,"Palo Alto, California, United States, North America",SambaNova,https://www.crunchbase.com/organization/sambanova-systems,Series A,56000000,USD,56000000,3/15/2018,Black Founded,3,4,"Atlantic Bridge, GV, Redline Capital, Walden International"
Series A - Session AI,https://www.crunchbase.com/funding_round/sessionai-series-a--7c305f27,"Milpitas, California, United States, North America",Session AI,https://www.crunchbase.com/organization/sessionai,Series A,2500000,USD,2500000,3/21/2018,"Women Founded, Women Led",1,6,"Golden Seeds, Harvard Business School Alumni Angels of Greater NY, Hyderabad Angels, Omidyar Network, Touchstone Equities, UpVentures Capital"
Series A - Bestmile,https://www.crunchbase.com/funding_round/bestmile-series-a--9608a6fc,"San Francisco, California, United States, North America",Bestmile,https://www.crunchbase.com/organization/bestmile,Series A,11000000,USD,11000000,3/22/2018,Women Founded,4,6,"Airbus Ventures, Groupe ADP, MobilityFund, Partech, Road Ventures, Serena"
Series A - Arraiy,https://www.crunchbase.com/funding_round/arraiy-series-a--2513de8d,"Palo Alto, California, United States, North America",Arraiy,https://www.crunchbase.com/organization/arraiy,Series A,10000000,USD,10000000,3/27/2018,,1,5,"Cherry Tree Investments, Dentsu Ventures, IDG Capital, Lux Capital, SBVA"
Series A - Symbio Robotics,https://www.crunchbase.com/funding_round/symbio-robotics-series-a--f62e141b,"Emeryville, California, United States, North America",Symbio Robotics,https://www.crunchbase.com/organization/symbio-robotics,Series A,12000000,USD,12000000,4/9/2018,,5,5,"Andreessen Horowitz, Cantos, Eclipse Ventures, Green Bay Ventures, Schematic Ventures"
Series A - Promaxo,https://www.crunchbase.com/funding_round/promaxo-series-a--c3eff5ab,"Oakland, California, United States, North America",Promaxo,https://www.crunchbase.com/organization/promaxo,Series A,2200000,USD,2200000,4/11/2018,,,3,"Almond Tree Capital Fund, MicroPort Scientific, RocSon Medtech Fund"
Series A - Fama,https://www.crunchbase.com/funding_round/fama-series-a--20dfcdb0,"Los Angeles, California, United States, North America",Fama,https://www.crunchbase.com/organization/fama,Series A,5000000,USD,5000000,4/17/2018,,8,7,"Amplify.LA, Bullpen Capital, Crosscut Ventures, Double M Partners, Miramar Digital Ventures, Tech Coast Angels, Wavemaker Partners"
